1002,AUDp
1011,AUDd
1018,AUDv
1027,AUDpo
104,AId
1057,GU
111,AIp
119,AIv
182305689,SSp-un
184,FRP
312782546,VISa
312782574,VISli
312782628,VISpor
329,SSp-bfd
337,SSp-ll
345,SSp-m
353,SSp-n
361,SSp-tr
369,SSp-ul
378,SSs
385,VISp
394,VISam
39,ACAd
402,VISal
409,VISl
417,VISrl
425,VISpl
44,ILA
48,ACAv
533,VISpm
541,TEa
677,VISC
723,ORBl
731,ORBm
746,ORBvl
879,RSPd
886,RSPv
894,RSPagl
895,ECT
922,PERI
972,PL
985,MOp
993,MOs
